iter 72000 || ARM_L Loss: 0.4017 ARM_C Loss: 1.3362 ODM_L Loss: 0.6022 ODM_C Loss: 1.3694 Total:3.7096 || lr:0.000100 || Saving state, iter: 72000
iter 105400 || ARM_L Loss: 0.4593 ARM_C Loss: 1.0611 ODM_L Loss: 0.5480 ODM_C Loss: 1.0136 Total:3.0820 || lr:0.000010 || timer: 0.3189 sec.
iter 105500 || ARM_L Loss: 0.5223 ARM_C Loss: 1.2180 ODM_L Loss: 0.7367 ODM_C Loss: 1.3276 Total:3.8046 || lr:0.000010 || timer: 0.3277 sec.
iter 105600 || ARM_L Loss: 0.5130 ARM_C Loss: 1.1519 ODM_L Loss: 0.5463 ODM_C Loss: 0.9537 Total:3.1650 || lr:0.000010 || timer: 0.3348 sec.
iter 105700 || ARM_L Loss: 0.5056 ARM_C Loss: 1.0588 ODM_L Loss: 0.4916 ODM_C Loss: 0.8237 Total:2.8798 || lr:0.000010 || timer: 0.3022 sec.
iter 105800 || ARM_L Loss: 0.5106 ARM_C Loss: 1.1137 ODM_L Loss: 0.6227 ODM_C Loss: 1.2553 Total:3.5023 || lr:0.000010 || timer: 0.2907 sec.
iter 105900 || ARM_L Loss: 0.5241 ARM_C Loss: 1.1966 ODM_L Loss: 0.7171 ODM_C Loss: 1.0143 Total:3.4521 || lr:0.000010 || timer: 0.3576 sec.
iter 106000 || ARM_L Loss: 0.4310 ARM_C Loss: 1.0242 ODM_L Loss: 0.5247 ODM_C Loss: 1.0799 Total:3.0598 || lr:0.000010 || timer: 0.3205 sec.
iter 106100 || ARM_L Loss: 0.6762 ARM_C Loss: 1.2371 ODM_L Loss: 0.7190 ODM_C Loss: 1.1357 Total:3.7679 || lr:0.000010 || timer: 0.2984 sec.
iter 106200 || ARM_L Loss: 0.4596 ARM_C Loss: 1.0328 ODM_L Loss: 0.5729 ODM_C Loss: 0.9358 Total:3.0010 || lr:0.000010 || timer: 0.3158 sec.
iter 106300 || ARM_L Loss: 0.4925 ARM_C Loss: 0.8462 ODM_L Loss: 0.4919 ODM_C Loss: 0.9856 Total:2.8162 || lr:0.000010 || timer: 0.3198 sec.
iter 106400 || ARM_L Loss: 0.3946 ARM_C Loss: 0.9656 ODM_L Loss: 0.4047 ODM_C Loss: 0.9227 Total:2.6876 || lr:0.000010 || timer: 0.2972 sec.
iter 106500 || ARM_L Loss: 0.3849 ARM_C Loss: 1.0880 ODM_L Loss: 0.4811 ODM_C Loss: 0.9496 Total:2.9037 || lr:0.000010 || timer: 0.2993 sec.
iter 106600 || ARM_L Loss: 0.3196 ARM_C Loss: 0.8430 ODM_L Loss: 0.4179 ODM_C Loss: 1.0669 Total:2.6473 || lr:0.000010 || timer: 0.3111 sec.
iter 106700 || ARM_L Loss: 0.3496 ARM_C Loss: 0.9778 ODM_L Loss: 0.4679 ODM_C Loss: 1.0196 Total:2.8149 || lr:0.000010 || timer: 0.2886 sec.
iter 106800 || ARM_L Loss: 0.4802 ARM_C Loss: 1.1100 ODM_L Loss: 0.5695 ODM_C Loss: 1.0618 Total:3.2215 || lr:0.000010 || timer: 0.3329 sec.
iter 106900 || ARM_L Loss: 0.3261 ARM_C Loss: 1.0660 ODM_L Loss: 0.5182 ODM_C Loss: 1.0641 Total:2.9745 || lr:0.000010 || timer: 0.2852 sec.
iter 107000 || ARM_L Loss: 0.6322 ARM_C Loss: 1.4464 ODM_L Loss: 0.7620 ODM_C Loss: 1.1919 Total:4.0325 || lr:0.000010 || timer: 0.3108 sec.
iter 107100 || ARM_L Loss: 0.3799 ARM_C Loss: 1.1298 ODM_L Loss: 0.4498 ODM_C Loss: 0.9788 Total:2.9382 || lr:0.000010 || timer: 0.3137 sec.
iter 107200 || ARM_L Loss: 0.4045 ARM_C Loss: 1.0064 ODM_L Loss: 0.6203 ODM_C Loss: 0.9650 Total:2.9961 || lr:0.000010 || timer: 0.2903 sec.
iter 107300 || ARM_L Loss: 0.4059 ARM_C Loss: 1.0757 ODM_L Loss: 0.5862 ODM_C Loss: 1.3174 Total:3.3851 || lr:0.000010 || timer: 0.3391 sec.
iter 107400 || ARM_L Loss: 0.3809 ARM_C Loss: 1.1532 ODM_L Loss: 0.4461 ODM_C Loss: 0.8893 Total:2.8695 || lr:0.000010 || timer: 0.3521 sec.
iter 107500 || ARM_L Loss: 0.4503 ARM_C Loss: 0.9200 ODM_L Loss: 0.5472 ODM_C Loss: 1.1270 Total:3.0446 || lr:0.000010 || timer: 0.3129 sec.
iter 107600 || ARM_L Loss: 0.5648 ARM_C Loss: 1.1789 ODM_L Loss: 0.6301 ODM_C Loss: 1.0886 Total:3.4624 || lr:0.000010 || timer: 0.3138 sec.
iter 107700 || ARM_L Loss: 0.3290 ARM_C Loss: 0.9406 ODM_L Loss: 0.4782 ODM_C Loss: 0.9197 Total:2.6675 || lr:0.000010 || timer: 0.3043 sec.
iter 107800 || ARM_L Loss: 0.5992 ARM_C Loss: 1.1717 ODM_L Loss: 0.7108 ODM_C Loss: 1.2638 Total:3.7456 || lr:0.000010 || timer: 0.3358 sec.
iter 107900 || ARM_L Loss: 0.6490 ARM_C Loss: 1.1441 ODM_L Loss: 0.6015 ODM_C Loss: 1.0161 Total:3.4108 || lr:0.000010 || timer: 0.3034 sec.
iter 108000 || ARM_L Loss: 0.6201 ARM_C Loss: 1.1419 ODM_L Loss: 0.5544 ODM_C Loss: 0.9692 Total:3.2857 || lr:0.000010 || Saving state, iter: 108000
timer: 0.3518 sec.
iter 108100 || ARM_L Loss: 0.3729 ARM_C Loss: 1.0518 ODM_L Loss: 0.5621 ODM_C Loss: 0.8953 Total:2.8821 || lr:0.000010 || timer: 0.2985 sec.
iter 108200 || ARM_L Loss: 0.6268 ARM_C Loss: 1.3536 ODM_L Loss: 0.7324 ODM_C Loss: 1.0582 Total:3.7711 || lr:0.000010 || timer: 0.3301 sec.
iter 108300 || ARM_L Loss: 0.2493 ARM_C Loss: 0.8863 ODM_L Loss: 0.4205 ODM_C Loss: 0.8695 Total:2.4256 || lr:0.000010 || timer: 0.3425 sec.
iter 108400 || ARM_L Loss: 0.4901 ARM_C Loss: 1.2159 ODM_L Loss: 0.5679 ODM_C Loss: 0.9933 Total:3.2672 || lr:0.000010 || timer: 0.3089 sec.
iter 108500 || ARM_L Loss: 0.6889 ARM_C Loss: 1.4063 ODM_L Loss: 0.7296 ODM_C Loss: 1.3537 Total:4.1785 || lr:0.000010 || timer: 0.3226 sec.
iter 108600 || ARM_L Loss: 0.4448 ARM_C Loss: 1.0969 ODM_L Loss: 0.6709 ODM_C Loss: 1.2591 Total:3.4718 || lr:0.000010 || timer: 0.3103 sec.
iter 108700 || ARM_L Loss: 0.4917 ARM_C Loss: 1.0242 ODM_L Loss: 0.5165 ODM_C Loss: 1.0420 Total:3.0744 || lr:0.000010 || timer: 0.2942 sec.
iter 108800 || ARM_L Loss: 0.5275 ARM_C Loss: 1.1081 ODM_L Loss: 0.6053 ODM_C Loss: 0.9324 Total:3.1733 || lr:0.000010 || timer: 0.3085 sec.
iter 108900 || ARM_L Loss: 0.4637 ARM_C Loss: 1.0293 ODM_L Loss: 0.5725 ODM_C Loss: 1.1259 Total:3.1914 || lr:0.000010 || timer: 0.3221 sec.
iter 109000 || ARM_L Loss: 0.5872 ARM_C Loss: 1.1439 ODM_L Loss: 0.5169 ODM_C Loss: 1.1862 Total:3.4342 || lr:0.000010 || timer: 0.3069 sec.
iter 109100 || ARM_L Loss: 0.4394 ARM_C Loss: 1.0853 ODM_L Loss: 0.6462 ODM_C Loss: 1.0168 Total:3.1878 || lr:0.000010 || timer: 0.2922 sec.
iter 109200 || ARM_L Loss: 0.5447 ARM_C Loss: 1.2097 ODM_L Loss: 0.6843 ODM_C Loss: 0.8746 Total:3.3133 || lr:0.000010 || timer: 0.3302 sec.
iter 109300 || ARM_L Loss: 0.3920 ARM_C Loss: 0.8104 ODM_L Loss: 0.4687 ODM_C Loss: 0.9742 Total:2.6452 || lr:0.000010 || timer: 0.3209 sec.
iter 109400 || ARM_L Loss: 0.5116 ARM_C Loss: 1.1910 ODM_L Loss: 0.6018 ODM_C Loss: 1.0415 Total:3.3459 || lr:0.000010 || timer: 0.3072 sec.
iter 109500 || ARM_L Loss: 0.4972 ARM_C Loss: 1.2475 ODM_L Loss: 0.6613 ODM_C Loss: 1.0516 Total:3.4575 || lr:0.000010 || timer: 0.3034 sec.
iter 109600 || ARM_L Loss: 0.5248 ARM_C Loss: 1.0236 ODM_L Loss: 0.4929 ODM_C Loss: 1.1197 Total:3.1610 || lr:0.000010 || timer: 0.3108 sec.
iter 109700 || ARM_L Loss: 0.5588 ARM_C Loss: 1.4438 ODM_L Loss: 0.6954 ODM_C Loss: 1.5191 Total:4.2171 || lr:0.000010 || timer: 0.3168 sec.
iter 109800 || ARM_L Loss: 0.4398 ARM_C Loss: 0.9485 ODM_L Loss: 0.5344 ODM_C Loss: 0.7721 Total:2.6948 || lr:0.000010 || timer: 0.3132 sec.
iter 109900 || ARM_L Loss: 0.3717 ARM_C Loss: 0.9957 ODM_L Loss: 0.4726 ODM_C Loss: 0.8883 Total:2.7283 || lr:0.000010 || timer: 0.3399 sec.
iter 110000 || ARM_L Loss: 0.4586 ARM_C Loss: 1.1535 ODM_L Loss: 0.6723 ODM_C Loss: 1.2608 Total:3.5452 || lr:0.000010 || timer: 0.3331 sec.
iter 110100 || ARM_L Loss: 0.4429 ARM_C Loss: 1.0371 ODM_L Loss: 0.5236 ODM_C Loss: 0.8968 Total:2.9004 || lr:0.000010 || timer: 0.3597 sec.
iter 110200 || ARM_L Loss: 0.5443 ARM_C Loss: 1.1980 ODM_L Loss: 0.6695 ODM_C Loss: 1.3363 Total:3.7481 || lr:0.000010 || timer: 0.3200 sec.
iter 110300 || ARM_L Loss: 0.3195 ARM_C Loss: 0.8513 ODM_L Loss: 0.4195 ODM_C Loss: 0.8174 Total:2.4077 || lr:0.000010 || timer: 0.3006 sec.
iter 110400 || ARM_L Loss: 0.4262 ARM_C Loss: 1.0200 ODM_L Loss: 0.5968 ODM_C Loss: 0.9847 Total:3.0278 || lr:0.000010 || timer: 0.2946 sec.
iter 110500 || ARM_L Loss: 0.3463 ARM_C Loss: 0.9345 ODM_L Loss: 0.5359 ODM_C Loss: 0.8346 Total:2.6513 || lr:0.000010 || timer: 0.2805 sec.
iter 110600 || ARM_L Loss: 0.4091 ARM_C Loss: 1.0450 ODM_L Loss: 0.4780 ODM_C Loss: 0.9539 Total:2.8860 || lr:0.000010 || timer: 0.2877 sec.
iter 110700 || ARM_L Loss: 0.4512 ARM_C Loss: 1.1269 ODM_L Loss: 0.5418 ODM_C Loss: 0.9946 Total:3.1145 || lr:0.000010 || timer: 0.2990 sec.
iter 110800 || ARM_L Loss: 0.5888 ARM_C Loss: 1.1464 ODM_L Loss: 0.6646 ODM_C Loss: 1.2374 Total:3.6372 || lr:0.000010 || timer: 0.3093 sec.
iter 110900 || ARM_L Loss: 0.4258 ARM_C Loss: 1.0740 ODM_L Loss: 0.4825 ODM_C Loss: 1.0108 Total:2.9931 || lr:0.000010 || timer: 0.3109 sec.
iter 111000 || ARM_L Loss: 0.2495 ARM_C Loss: 0.8582 ODM_L Loss: 0.3838 ODM_C Loss: 1.0809 Total:2.5724 || lr:0.000010 || timer: 0.2870 sec.
iter 111100 || ARM_L Loss: 0.5166 ARM_C Loss: 1.2142 ODM_L Loss: 0.5654 ODM_C Loss: 1.0519 Total:3.3481 || lr:0.000010 || timer: 0.2996 sec.
iter 111200 || ARM_L Loss: 0.6604 ARM_C Loss: 1.3084 ODM_L Loss: 0.6654 ODM_C Loss: 1.3566 Total:3.9908 || lr:0.000010 || timer: 0.3207 sec.
iter 111300 || ARM_L Loss: 0.4450 ARM_C Loss: 1.1003 ODM_L Loss: 0.5756 ODM_C Loss: 0.9781 Total:3.0991 || lr:0.000010 || timer: 0.3253 sec.
iter 111400 || ARM_L Loss: 0.3659 ARM_C Loss: 0.8803 ODM_L Loss: 0.5058 ODM_C Loss: 0.8276 Total:2.5796 || lr:0.000010 || timer: 0.3088 sec.
iter 111500 || ARM_L Loss: 0.3142 ARM_C Loss: 1.0622 ODM_L Loss: 0.4190 ODM_C Loss: 0.8876 Total:2.6830 || lr:0.000010 || timer: 0.3437 sec.
iter 111600 || ARM_L Loss: 0.4820 ARM_C Loss: 1.0058 ODM_L Loss: 0.5108 ODM_C Loss: 0.8807 Total:2.8794 || lr:0.000010 || timer: 0.3608 sec.
iter 111700 || ARM_L Loss: 0.6660 ARM_C Loss: 1.1618 ODM_L Loss: 0.6795 ODM_C Loss: 1.1515 Total:3.6588 || lr:0.000010 || timer: 0.3116 sec.
iter 111800 || ARM_L Loss: 0.2871 ARM_C Loss: 0.8250 ODM_L Loss: 0.4580 ODM_C Loss: 0.9298 Total:2.5000 || lr:0.000010 || timer: 0.3124 sec.
iter 111900 || ARM_L Loss: 0.3504 ARM_C Loss: 0.9703 ODM_L Loss: 0.4522 ODM_C Loss: 1.0423 Total:2.8153 || lr:0.000010 || timer: 0.3073 sec.
iter 112000 || ARM_L Loss: 0.3492 ARM_C Loss: 0.9824 ODM_L Loss: 0.4872 ODM_C Loss: 0.8653 Total:2.6840 || lr:0.000010 || Saving state, iter: 112000
timer: 0.3274 sec.
iter 112100 || ARM_L Loss: 0.4208 ARM_C Loss: 1.1706 ODM_L Loss: 0.4721 ODM_C Loss: 0.8158 Total:2.8793 || lr:0.000010 || timer: 0.3183 sec.
iter 112200 || ARM_L Loss: 0.4557 ARM_C Loss: 1.0956 ODM_L Loss: 0.5147 ODM_C Loss: 0.9822 Total:3.0482 || lr:0.000010 || timer: 0.3172 sec.
iter 112300 || ARM_L Loss: 0.2546 ARM_C Loss: 0.7842 ODM_L Loss: 0.4482 ODM_C Loss: 0.7500 Total:2.2370 || lr:0.000010 || timer: 0.2858 sec.
iter 112400 || ARM_L Loss: 0.4155 ARM_C Loss: 0.9693 ODM_L Loss: 0.5378 ODM_C Loss: 0.9409 Total:2.8635 || lr:0.000010 || timer: 0.3469 sec.
iter 112500 || ARM_L Loss: 0.3759 ARM_C Loss: 1.0031 ODM_L Loss: 0.5038 ODM_C Loss: 0.8029 Total:2.6858 || lr:0.000010 || timer: 0.3030 sec.
iter 112600 || ARM_L Loss: 0.3973 ARM_C Loss: 0.8806 ODM_L Loss: 0.5161 ODM_C Loss: 0.8344 Total:2.6284 || lr:0.000010 || timer: 0.3332 sec.
iter 112700 || ARM_L Loss: 0.5333 ARM_C Loss: 1.1304 ODM_L Loss: 0.5173 ODM_C Loss: 0.8630 Total:3.0440 || lr:0.000010 || timer: 0.2980 sec.
iter 112800 || ARM_L Loss: 0.5918 ARM_C Loss: 1.0095 ODM_L Loss: 0.6903 ODM_C Loss: 1.0091 Total:3.3007 || lr:0.000010 || timer: 0.2842 sec.
iter 112900 || ARM_L Loss: 0.6337 ARM_C Loss: 1.2326 ODM_L Loss: 0.7455 ODM_C Loss: 1.1519 Total:3.7637 || lr:0.000010 || timer: 0.3143 sec.
iter 113000 || ARM_L Loss: 0.3421 ARM_C Loss: 0.9183 ODM_L Loss: 0.3932 ODM_C Loss: 1.0437 Total:2.6973 || lr:0.000010 || timer: 0.3217 sec.
iter 113100 || ARM_L Loss: 0.6111 ARM_C Loss: 1.1025 ODM_L Loss: 0.7003 ODM_C Loss: 1.0826 Total:3.4965 || lr:0.000010 || timer: 0.3298 sec.
iter 113200 || ARM_L Loss: 0.3831 ARM_C Loss: 1.0332 ODM_L Loss: 0.4472 ODM_C Loss: 1.0137 Total:2.8772 || lr:0.000010 || timer: 0.3356 sec.
iter 113300 || ARM_L Loss: 0.5471 ARM_C Loss: 1.2767 ODM_L Loss: 0.6514 ODM_C Loss: 1.1403 Total:3.6155 || lr:0.000010 || timer: 0.3168 sec.
iter 113400 || ARM_L Loss: 0.5149 ARM_C Loss: 1.0976 ODM_L Loss: 0.6154 ODM_C Loss: 0.9319 Total:3.1598 || lr:0.000010 || timer: 0.3087 sec.
iter 113500 || ARM_L Loss: 0.3645 ARM_C Loss: 0.7911 ODM_L Loss: 0.4249 ODM_C Loss: 0.8226 Total:2.4030 || lr:0.000010 || timer: 0.3173 sec.
iter 113600 || ARM_L Loss: 0.4353 ARM_C Loss: 0.9790 ODM_L Loss: 0.5700 ODM_C Loss: 1.2462 Total:3.2304 || lr:0.000010 || timer: 0.3322 sec.
iter 113700 || ARM_L Loss: 0.5852 ARM_C Loss: 0.9748 ODM_L Loss: 0.7070 ODM_C Loss: 1.1604 Total:3.4274 || lr:0.000010 || timer: 0.2988 sec.
iter 113800 || ARM_L Loss: 0.4243 ARM_C Loss: 1.1726 ODM_L Loss: 0.5401 ODM_C Loss: 1.1463 Total:3.2833 || lr:0.000010 || timer: 0.3008 sec.
iter 113900 || ARM_L Loss: 0.4527 ARM_C Loss: 0.9775 ODM_L Loss: 0.4932 ODM_C Loss: 1.0395 Total:2.9628 || lr:0.000010 || timer: 0.2947 sec.
iter 114000 || ARM_L Loss: 0.5521 ARM_C Loss: 1.2861 ODM_L Loss: 0.6710 ODM_C Loss: 0.9087 Total:3.4180 || lr:0.000010 || timer: 0.3129 sec.
iter 114100 || ARM_L Loss: 0.3064 ARM_C Loss: 0.9345 ODM_L Loss: 0.4678 ODM_C Loss: 0.8169 Total:2.5257 || lr:0.000010 || timer: 0.3373 sec.
iter 114200 || ARM_L Loss: 0.3916 ARM_C Loss: 0.8470 ODM_L Loss: 0.5467 ODM_C Loss: 1.0079 Total:2.7932 || lr:0.000010 || timer: 0.3123 sec.
iter 114300 || ARM_L Loss: 0.4525 ARM_C Loss: 0.9927 ODM_L Loss: 0.5737 ODM_C Loss: 1.0185 Total:3.0374 || lr:0.000010 || timer: 0.3333 sec.
iter 114400 || ARM_L Loss: 0.5626 ARM_C Loss: 1.2103 ODM_L Loss: 0.5944 ODM_C Loss: 1.1657 Total:3.5330 || lr:0.000010 || timer: 0.2911 sec.
iter 114500 || ARM_L Loss: 0.3753 ARM_C Loss: 0.8616 ODM_L Loss: 0.3294 ODM_C Loss: 0.7735 Total:2.3398 || lr:0.000010 || timer: 0.2962 sec.
iter 114600 || ARM_L Loss: 0.3600 ARM_C Loss: 0.8614 ODM_L Loss: 0.3871 ODM_C Loss: 0.7990 Total:2.4076 || lr:0.000010 || timer: 0.2974 sec.
iter 114700 || ARM_L Loss: 0.4428 ARM_C Loss: 1.1696 ODM_L Loss: 0.5315 ODM_C Loss: 1.0523 Total:3.1961 || lr:0.000010 || timer: 0.3195 sec.
iter 114800 || ARM_L Loss: 0.4064 ARM_C Loss: 0.8708 ODM_L Loss: 0.4121 ODM_C Loss: 0.7865 Total:2.4759 || lr:0.000010 || timer: 0.2939 sec.
iter 114900 || ARM_L Loss: 0.4557 ARM_C Loss: 1.0352 ODM_L Loss: 0.5345 ODM_C Loss: 1.0525 Total:3.0779 || lr:0.000010 || timer: 0.3006 sec.
iter 115000 || ARM_L Loss: 0.5447 ARM_C Loss: 1.1426 ODM_L Loss: 0.5057 ODM_C Loss: 1.1712 Total:3.3642 || lr:0.000010 || timer: 0.2993 sec.
iter 115100 || ARM_L Loss: 0.5550 ARM_C Loss: 1.1408 ODM_L Loss: 0.6488 ODM_C Loss: 1.0983 Total:3.4429 || lr:0.000010 || timer: 0.3159 sec.
iter 115200 || ARM_L Loss: 0.3550 ARM_C Loss: 1.2776 ODM_L Loss: 0.4799 ODM_C Loss: 1.1479 Total:3.2605 || lr:0.000010 || timer: 0.2975 sec.
iter 115300 || ARM_L Loss: 0.2127 ARM_C Loss: 0.7442 ODM_L Loss: 0.2762 ODM_C Loss: 0.7367 Total:1.9699 || lr:0.000010 || timer: 0.3045 sec.
iter 115400 || ARM_L Loss: 0.4466 ARM_C Loss: 1.0685 ODM_L Loss: 0.5205 ODM_C Loss: 1.0240 Total:3.0596 || lr:0.000010 || timer: 0.2974 sec.
iter 115500 || ARM_L Loss: 0.5701 ARM_C Loss: 1.0017 ODM_L Loss: 0.5886 ODM_C Loss: 0.9796 Total:3.1401 || lr:0.000010 || timer: 0.3499 sec.
iter 115600 || ARM_L Loss: 0.2718 ARM_C Loss: 0.8786 ODM_L Loss: 0.4270 ODM_C Loss: 0.8076 Total:2.3850 || lr:0.000010 || timer: 0.3197 sec.
iter 115700 || ARM_L Loss: 0.4047 ARM_C Loss: 1.0751 ODM_L Loss: 0.5738 ODM_C Loss: 0.9956 Total:3.0492 || lr:0.000010 || timer: 0.3290 sec.
iter 115800 || ARM_L Loss: 0.4263 ARM_C Loss: 1.1246 ODM_L Loss: 0.4779 ODM_C Loss: 0.8579 Total:2.8867 || lr:0.000010 || timer: 0.2951 sec.
iter 115900 || ARM_L Loss: 0.6557 ARM_C Loss: 1.0689 ODM_L Loss: 0.6895 ODM_C Loss: 0.9894 Total:3.4035 || lr:0.000010 || timer: 0.3103 sec.
iter 116000 || ARM_L Loss: 0.5452 ARM_C Loss: 1.1147 ODM_L Loss: 0.5689 ODM_C Loss: 1.0380 Total:3.2669 || lr:0.000010 || Saving state, iter: 116000
timer: 0.2959 sec.
iter 116100 || ARM_L Loss: 0.4154 ARM_C Loss: 1.1015 ODM_L Loss: 0.5945 ODM_C Loss: 0.9244 Total:3.0358 || lr:0.000010 || timer: 0.3328 sec.
iter 116200 || ARM_L Loss: 0.6051 ARM_C Loss: 1.1080 ODM_L Loss: 0.5508 ODM_C Loss: 0.8819 Total:3.1457 || lr:0.000010 || timer: 0.2964 sec.
iter 116300 || ARM_L Loss: 0.2756 ARM_C Loss: 0.8100 ODM_L Loss: 0.4123 ODM_C Loss: 0.8212 Total:2.3191 || lr:0.000010 || timer: 0.3079 sec.
iter 116400 || ARM_L Loss: 0.5246 ARM_C Loss: 1.1024 ODM_L Loss: 0.5709 ODM_C Loss: 1.0301 Total:3.2279 || lr:0.000010 || timer: 0.3023 sec.
iter 116500 || ARM_L Loss: 0.4141 ARM_C Loss: 1.0192 ODM_L Loss: 0.4839 ODM_C Loss: 0.8501 Total:2.7674 || lr:0.000010 || timer: 0.3164 sec.
iter 116600 || ARM_L Loss: 0.4192 ARM_C Loss: 1.0479 ODM_L Loss: 0.5163 ODM_C Loss: 1.0131 Total:2.9965 || lr:0.000010 || timer: 0.3400 sec.
iter 116700 || ARM_L Loss: 0.2551 ARM_C Loss: 0.8304 ODM_L Loss: 0.3951 ODM_C Loss: 0.7410 Total:2.2216 || lr:0.000010 || timer: 0.3188 sec.
iter 116800 || ARM_L Loss: 0.4783 ARM_C Loss: 1.1156 ODM_L Loss: 0.5203 ODM_C Loss: 0.9857 Total:3.0999 || lr:0.000010 || timer: 0.3000 sec.
iter 116900 || ARM_L Loss: 0.4890 ARM_C Loss: 1.1129 ODM_L Loss: 0.5591 ODM_C Loss: 0.9705 Total:3.1315 || lr:0.000010 || timer: 0.3259 sec.
iter 117000 || ARM_L Loss: 0.3668 ARM_C Loss: 0.8443 ODM_L Loss: 0.4731 ODM_C Loss: 0.9455 Total:2.6297 || lr:0.000010 || timer: 0.3213 sec.
iter 117100 || ARM_L Loss: 0.4533 ARM_C Loss: 1.0586 ODM_L Loss: 0.5026 ODM_C Loss: 0.8878 Total:2.9023 || lr:0.000010 || timer: 0.2918 sec.
iter 117200 || ARM_L Loss: 0.3334 ARM_C Loss: 0.8675 ODM_L Loss: 0.4362 ODM_C Loss: 0.8516 Total:2.4887 || lr:0.000010 || timer: 0.3134 sec.
iter 117300 || ARM_L Loss: 0.4985 ARM_C Loss: 0.9476 ODM_L Loss: 0.6101 ODM_C Loss: 1.3905 Total:3.4467 || lr:0.000010 || timer: 0.2979 sec.
iter 117400 || ARM_L Loss: 0.3577 ARM_C Loss: 0.9681 ODM_L Loss: 0.4112 ODM_C Loss: 0.9075 Total:2.6445 || lr:0.000010 || timer: 0.3179 sec.
iter 117500 || ARM_L Loss: 0.4600 ARM_C Loss: 1.0454 ODM_L Loss: 0.5767 ODM_C Loss: 1.0744 Total:3.1565 || lr:0.000010 || timer: 0.3176 sec.
iter 117600 || ARM_L Loss: 0.4356 ARM_C Loss: 1.1211 ODM_L Loss: 0.6039 ODM_C Loss: 1.0099 Total:3.1705 || lr:0.000010 || timer: 0.3077 sec.
iter 117700 || ARM_L Loss: 0.4899 ARM_C Loss: 1.1168 ODM_L Loss: 0.5924 ODM_C Loss: 1.0354 Total:3.2345 || lr:0.000010 || timer: 0.3158 sec.
iter 117800 || ARM_L Loss: 0.4977 ARM_C Loss: 1.1831 ODM_L Loss: 0.5455 ODM_C Loss: 1.0097 Total:3.2359 || lr:0.000010 || timer: 0.3308 sec.
iter 117900 || ARM_L Loss: 0.5331 ARM_C Loss: 1.2618 ODM_L Loss: 0.5642 ODM_C Loss: 0.9388 Total:3.2979 || lr:0.000010 || timer: 0.3197 sec.
iter 118000 || ARM_L Loss: 0.4385 ARM_C Loss: 1.0114 ODM_L Loss: 0.5988 ODM_C Loss: 0.9773 Total:3.0261 || lr:0.000010 || timer: 0.3077 sec.
iter 118100 || ARM_L Loss: 0.3962 ARM_C Loss: 1.0074 ODM_L Loss: 0.5410 ODM_C Loss: 0.9796 Total:2.9241 || lr:0.000010 || timer: 0.3033 sec.
iter 118200 || ARM_L Loss: 0.4882 ARM_C Loss: 1.1718 ODM_L Loss: 0.6253 ODM_C Loss: 0.9416 Total:3.2270 || lr:0.000010 || timer: 0.3282 sec.
iter 118300 || ARM_L Loss: 0.4930 ARM_C Loss: 1.1311 ODM_L Loss: 0.5917 ODM_C Loss: 0.9698 Total:3.1856 || lr:0.000010 || timer: 0.3075 sec.
iter 118400 || ARM_L Loss: 0.2828 ARM_C Loss: 0.8405 ODM_L Loss: 0.3867 ODM_C Loss: 0.8038 Total:2.3138 || lr:0.000010 || timer: 0.3240 sec.
iter 118500 || ARM_L Loss: 0.4622 ARM_C Loss: 1.1160 ODM_L Loss: 0.5441 ODM_C Loss: 0.9442 Total:3.0665 || lr:0.000010 || timer: 0.3881 sec.
iter 118600 || ARM_L Loss: 0.7350 ARM_C Loss: 1.3817 ODM_L Loss: 0.6326 ODM_C Loss: 1.2492 Total:3.9984 || lr:0.000010 || timer: 0.3172 sec.
iter 118700 || ARM_L Loss: 0.4595 ARM_C Loss: 1.0579 ODM_L Loss: 0.5593 ODM_C Loss: 1.0111 Total:3.0878 || lr:0.000010 || timer: 0.3020 sec.
iter 118800 || ARM_L Loss: 0.4613 ARM_C Loss: 1.1939 ODM_L Loss: 0.6141 ODM_C Loss: 1.0888 Total:3.3581 || lr:0.000010 || timer: 0.3564 sec.
iter 118900 || ARM_L Loss: 0.4630 ARM_C Loss: 1.1776 ODM_L Loss: 0.6400 ODM_C Loss: 1.0068 Total:3.2875 || lr:0.000010 || timer: 0.3242 sec.
iter 119000 || ARM_L Loss: 0.5161 ARM_C Loss: 1.1696 ODM_L Loss: 0.6369 ODM_C Loss: 1.0193 Total:3.3420 || lr:0.000010 || timer: 0.3256 sec.
iter 119100 || ARM_L Loss: 0.2796 ARM_C Loss: 0.8677 ODM_L Loss: 0.3373 ODM_C Loss: 1.0025 Total:2.4871 || lr:0.000010 || timer: 0.2848 sec.
iter 119200 || ARM_L Loss: 0.4521 ARM_C Loss: 1.0521 ODM_L Loss: 0.5355 ODM_C Loss: 0.8344 Total:2.8742 || lr:0.000010 || timer: 0.3175 sec.
iter 119300 || ARM_L Loss: 0.4680 ARM_C Loss: 1.1527 ODM_L Loss: 0.6037 ODM_C Loss: 1.1406 Total:3.3650 || lr:0.000010 || timer: 0.3022 sec.
iter 119400 || ARM_L Loss: 0.6174 ARM_C Loss: 1.1056 ODM_L Loss: 0.5978 ODM_C Loss: 0.9615 Total:3.2823 || lr:0.000010 || timer: 0.3187 sec.
