iter 80000 || ARM_L Loss: 2.2328 ARM_C Loss: 4.4933 ODM_L Loss: 1.9139 ODM_C Loss: 12.0604 Total:20.7004 || lr:0.000100 || Saving state, iter: 80000
iter 94100 || ARM_L Loss: 0.6884 ARM_C Loss: 1.6114 ODM_L Loss: 0.6412 ODM_C Loss: 1.0328 Total:3.9737 || lr:0.000100 || timer: 0.4587 sec.
iter 94200 || ARM_L Loss: 0.6297 ARM_C Loss: 1.6745 ODM_L Loss: 0.6174 ODM_C Loss: 1.3255 Total:4.2471 || lr:0.000100 || timer: 0.4664 sec.
iter 94300 || ARM_L Loss: 0.6522 ARM_C Loss: 1.7577 ODM_L Loss: 0.7020 ODM_C Loss: 0.9904 Total:4.1023 || lr:0.000100 || timer: 0.4488 sec.
iter 94400 || ARM_L Loss: 0.9399 ARM_C Loss: 1.8652 ODM_L Loss: 0.6701 ODM_C Loss: 1.0937 Total:4.5689 || lr:0.000100 || timer: 0.4393 sec.
iter 94500 || ARM_L Loss: 0.9687 ARM_C Loss: 1.8734 ODM_L Loss: 1.0320 ODM_C Loss: 1.5846 Total:5.4587 || lr:0.000100 || timer: 0.4736 sec.
iter 94600 || ARM_L Loss: 0.9204 ARM_C Loss: 1.8603 ODM_L Loss: 0.8331 ODM_C Loss: 1.1939 Total:4.8078 || lr:0.000100 || timer: 0.4538 sec.
iter 94700 || ARM_L Loss: 1.0655 ARM_C Loss: 1.8389 ODM_L Loss: 0.8982 ODM_C Loss: 1.1698 Total:4.9725 || lr:0.000100 || timer: 0.4420 sec.
iter 94800 || ARM_L Loss: 0.8818 ARM_C Loss: 1.6549 ODM_L Loss: 0.8789 ODM_C Loss: 1.3440 Total:4.7597 || lr:0.000100 || timer: 0.4420 sec.
iter 94900 || ARM_L Loss: 1.5361 ARM_C Loss: 2.0513 ODM_L Loss: 0.7859 ODM_C Loss: 1.3060 Total:5.6793 || lr:0.000100 || timer: 0.4524 sec.
iter 95000 || ARM_L Loss: 0.8263 ARM_C Loss: 1.8308 ODM_L Loss: 0.8883 ODM_C Loss: 1.4485 Total:4.9939 || lr:0.000100 || timer: 0.4668 sec.
iter 95100 || ARM_L Loss: 1.0044 ARM_C Loss: 1.8756 ODM_L Loss: 0.9165 ODM_C Loss: 1.2527 Total:5.0493 || lr:0.000100 || timer: 0.4759 sec.
iter 95200 || ARM_L Loss: 1.1065 ARM_C Loss: 1.9491 ODM_L Loss: 0.8816 ODM_C Loss: 1.2759 Total:5.2130 || lr:0.000100 || timer: 0.4920 sec.
iter 95300 || ARM_L Loss: 0.7089 ARM_C Loss: 1.8666 ODM_L Loss: 0.6889 ODM_C Loss: 1.1541 Total:4.4185 || lr:0.000100 || timer: 0.4556 sec.
iter 95400 || ARM_L Loss: 0.9960 ARM_C Loss: 1.9751 ODM_L Loss: 0.7656 ODM_C Loss: 0.9849 Total:4.7215 || lr:0.000100 || timer: 0.4669 sec.
iter 95500 || ARM_L Loss: 0.8881 ARM_C Loss: 1.7736 ODM_L Loss: 0.8937 ODM_C Loss: 1.2805 Total:4.8360 || lr:0.000100 || timer: 0.4819 sec.
iter 95600 || ARM_L Loss: 1.1811 ARM_C Loss: 2.2171 ODM_L Loss: 0.9450 ODM_C Loss: 1.3994 Total:5.7427 || lr:0.000100 || timer: 0.4380 sec.
iter 95700 || ARM_L Loss: 0.6576 ARM_C Loss: 1.7239 ODM_L Loss: 0.6944 ODM_C Loss: 1.4240 Total:4.4999 || lr:0.000100 || timer: 0.4477 sec.
iter 95800 || ARM_L Loss: 0.9071 ARM_C Loss: 1.9569 ODM_L Loss: 0.8026 ODM_C Loss: 1.2124 Total:4.8790 || lr:0.000100 || timer: 0.4390 sec.
iter 95900 || ARM_L Loss: 0.9673 ARM_C Loss: 1.7548 ODM_L Loss: 0.6703 ODM_C Loss: 1.4582 Total:4.8506 || lr:0.000100 || timer: 0.4614 sec.
iter 96000 || ARM_L Loss: 0.9934 ARM_C Loss: 1.9274 ODM_L Loss: 0.8862 ODM_C Loss: 1.5019 Total:5.3090 || lr:0.000100 || Saving state, iter: 96000
timer: 0.4793 sec.
iter 96100 || ARM_L Loss: 1.5769 ARM_C Loss: 1.9345 ODM_L Loss: 0.7565 ODM_C Loss: 1.2243 Total:5.4922 || lr:0.000100 || timer: 0.4714 sec.
iter 96200 || ARM_L Loss: 0.8239 ARM_C Loss: 1.8354 ODM_L Loss: 0.8112 ODM_C Loss: 1.3168 Total:4.7873 || lr:0.000100 || timer: 0.4534 sec.
iter 96300 || ARM_L Loss: 0.8745 ARM_C Loss: 1.5975 ODM_L Loss: 0.6990 ODM_C Loss: 1.0094 Total:4.1805 || lr:0.000100 || timer: 0.4383 sec.
iter 96400 || ARM_L Loss: 0.7680 ARM_C Loss: 1.9797 ODM_L Loss: 0.8585 ODM_C Loss: 1.3598 Total:4.9661 || lr:0.000100 || timer: 0.4586 sec.
iter 96500 || ARM_L Loss: 0.9142 ARM_C Loss: 1.6333 ODM_L Loss: 0.8127 ODM_C Loss: 1.0577 Total:4.4178 || lr:0.000100 || timer: 0.4422 sec.
iter 96600 || ARM_L Loss: 0.9117 ARM_C Loss: 1.6826 ODM_L Loss: 0.5753 ODM_C Loss: 0.8482 Total:4.0179 || lr:0.000100 || timer: 0.4513 sec.
iter 96700 || ARM_L Loss: 1.0327 ARM_C Loss: 1.9023 ODM_L Loss: 0.8435 ODM_C Loss: 1.2022 Total:4.9807 || lr:0.000100 || timer: 0.4514 sec.
iter 96800 || ARM_L Loss: 1.1454 ARM_C Loss: 1.7283 ODM_L Loss: 0.7932 ODM_C Loss: 1.0690 Total:4.7360 || lr:0.000100 || timer: 0.4592 sec.
iter 96900 || ARM_L Loss: 1.2151 ARM_C Loss: 1.9721 ODM_L Loss: 1.0893 ODM_C Loss: 1.7367 Total:6.0132 || lr:0.000100 || timer: 0.4737 sec.
iter 97000 || ARM_L Loss: 1.0510 ARM_C Loss: 1.8818 ODM_L Loss: 0.9882 ODM_C Loss: 1.4685 Total:5.3895 || lr:0.000100 || timer: 0.4275 sec.
iter 97100 || ARM_L Loss: 1.1762 ARM_C Loss: 2.0712 ODM_L Loss: 0.9242 ODM_C Loss: 1.2439 Total:5.4156 || lr:0.000100 || timer: 0.4363 sec.
iter 97200 || ARM_L Loss: 0.7835 ARM_C Loss: 1.7242 ODM_L Loss: 0.6800 ODM_C Loss: 1.2364 Total:4.4241 || lr:0.000100 || timer: 0.4700 sec.
iter 97300 || ARM_L Loss: 0.6360 ARM_C Loss: 1.5827 ODM_L Loss: 0.5495 ODM_C Loss: 0.8723 Total:3.6405 || lr:0.000100 || timer: 0.4591 sec.
iter 97400 || ARM_L Loss: 0.9088 ARM_C Loss: 1.8275 ODM_L Loss: 0.7864 ODM_C Loss: 1.1324 Total:4.6550 || lr:0.000100 || timer: 0.4552 sec.
iter 97500 || ARM_L Loss: 1.0451 ARM_C Loss: 1.8911 ODM_L Loss: 0.8342 ODM_C Loss: 1.3937 Total:5.1640 || lr:0.000100 || timer: 0.4386 sec.
iter 97600 || ARM_L Loss: 1.0770 ARM_C Loss: 1.9726 ODM_L Loss: 0.8383 ODM_C Loss: 1.4502 Total:5.3381 || lr:0.000100 || timer: 0.4608 sec.
iter 97700 || ARM_L Loss: 1.1693 ARM_C Loss: 1.6721 ODM_L Loss: 0.9705 ODM_C Loss: 1.2410 Total:5.0529 || lr:0.000100 || timer: 0.4632 sec.
iter 97800 || ARM_L Loss: 1.0255 ARM_C Loss: 1.9219 ODM_L Loss: 1.0605 ODM_C Loss: 1.3860 Total:5.3939 || lr:0.000100 || timer: 0.4737 sec.
iter 97900 || ARM_L Loss: 0.8889 ARM_C Loss: 1.6138 ODM_L Loss: 0.6378 ODM_C Loss: 1.0178 Total:4.1582 || lr:0.000100 || timer: 0.4738 sec.
iter 98000 || ARM_L Loss: 1.1788 ARM_C Loss: 1.8755 ODM_L Loss: 0.7443 ODM_C Loss: 1.2905 Total:5.0891 || lr:0.000100 || timer: 0.4536 sec.
iter 98100 || ARM_L Loss: 1.4083 ARM_C Loss: 2.2226 ODM_L Loss: 0.8694 ODM_C Loss: 1.2145 Total:5.7146 || lr:0.000100 || timer: 0.4532 sec.
iter 98200 || ARM_L Loss: 0.8741 ARM_C Loss: 1.6010 ODM_L Loss: 0.8179 ODM_C Loss: 1.1812 Total:4.4742 || lr:0.000100 || timer: 0.4626 sec.
iter 98300 || ARM_L Loss: 0.9780 ARM_C Loss: 1.9180 ODM_L Loss: 0.8029 ODM_C Loss: 1.0898 Total:4.7887 || lr:0.000100 || timer: 0.4970 sec.
iter 98400 || ARM_L Loss: 0.9225 ARM_C Loss: 1.9567 ODM_L Loss: 0.7368 ODM_C Loss: 1.4034 Total:5.0194 || lr:0.000100 || timer: 0.4462 sec.
iter 98500 || ARM_L Loss: 1.0832 ARM_C Loss: 1.8622 ODM_L Loss: 0.8282 ODM_C Loss: 1.5128 Total:5.2864 || lr:0.000100 || timer: 0.4269 sec.
iter 98600 || ARM_L Loss: 0.6376 ARM_C Loss: 1.7138 ODM_L Loss: 0.6955 ODM_C Loss: 1.0134 Total:4.0602 || lr:0.000100 || timer: 0.5654 sec.
iter 98700 || ARM_L Loss: 1.3638 ARM_C Loss: 2.2015 ODM_L Loss: 0.9776 ODM_C Loss: 1.4916 Total:6.0345 || lr:0.000100 || timer: 0.4500 sec.
iter 98800 || ARM_L Loss: 0.8196 ARM_C Loss: 1.7907 ODM_L Loss: 0.9695 ODM_C Loss: 1.5754 Total:5.1552 || lr:0.000100 || timer: 0.4463 sec.
iter 98900 || ARM_L Loss: 0.6228 ARM_C Loss: 1.7003 ODM_L Loss: 0.6352 ODM_C Loss: 1.0276 Total:3.9859 || lr:0.000100 || timer: 0.4339 sec.
iter 99000 || ARM_L Loss: 1.1544 ARM_C Loss: 1.9677 ODM_L Loss: 0.8118 ODM_C Loss: 1.3952 Total:5.3292 || lr:0.000100 || timer: 0.4475 sec.
iter 99100 || ARM_L Loss: 1.1906 ARM_C Loss: 2.0467 ODM_L Loss: 1.0972 ODM_C Loss: 1.2191 Total:5.5536 || lr:0.000100 || timer: 0.4134 sec.
iter 99200 || ARM_L Loss: 0.9907 ARM_C Loss: 1.8580 ODM_L Loss: 1.0303 ODM_C Loss: 1.3406 Total:5.2197 || lr:0.000100 || timer: 0.4363 sec.
iter 99300 || ARM_L Loss: 0.8288 ARM_C Loss: 1.5796 ODM_L Loss: 0.7914 ODM_C Loss: 1.0890 Total:4.2888 || lr:0.000100 || timer: 0.4452 sec.
iter 99400 || ARM_L Loss: 0.7960 ARM_C Loss: 1.5986 ODM_L Loss: 0.6836 ODM_C Loss: 1.1355 Total:4.2136 || lr:0.000100 || timer: 0.4469 sec.
iter 99500 || ARM_L Loss: 1.0245 ARM_C Loss: 1.8797 ODM_L Loss: 0.9169 ODM_C Loss: 1.2423 Total:5.0634 || lr:0.000100 || timer: 0.4464 sec.
iter 99600 || ARM_L Loss: 0.7313 ARM_C Loss: 1.5248 ODM_L Loss: 0.6290 ODM_C Loss: 1.1032 Total:3.9883 || lr:0.000100 || timer: 0.5189 sec.
iter 99700 || ARM_L Loss: 0.8821 ARM_C Loss: 1.8755 ODM_L Loss: 0.7279 ODM_C Loss: 1.1519 Total:4.6373 || lr:0.000100 || timer: 0.4371 sec.
iter 99800 || ARM_L Loss: 0.8412 ARM_C Loss: 1.5981 ODM_L Loss: 0.9399 ODM_C Loss: 1.1627 Total:4.5419 || lr:0.000100 || timer: 0.4309 sec.
iter 99900 || ARM_L Loss: 1.2523 ARM_C Loss: 1.7808 ODM_L Loss: 0.8553 ODM_C Loss: 1.2122 Total:5.1006 || lr:0.000100 || timer: 0.4312 sec.
iter 100000 || ARM_L Loss: 0.9387 ARM_C Loss: 1.8839 ODM_L Loss: 0.8336 ODM_C Loss: 1.1522 Total:4.8085 || lr:0.000010 || Saving state, iter: 100000
timer: 0.4425 sec.
iter 100100 || ARM_L Loss: 0.8962 ARM_C Loss: 1.6653 ODM_L Loss: 0.8056 ODM_C Loss: 1.2012 Total:4.5683 || lr:0.000010 || timer: 0.4737 sec.
iter 100200 || ARM_L Loss: 0.7460 ARM_C Loss: 1.5281 ODM_L Loss: 0.5972 ODM_C Loss: 1.1926 Total:4.0640 || lr:0.000010 || timer: 0.4274 sec.
iter 100300 || ARM_L Loss: 1.0315 ARM_C Loss: 1.9088 ODM_L Loss: 0.8815 ODM_C Loss: 1.1934 Total:5.0152 || lr:0.000010 || timer: 0.4928 sec.
iter 100400 || ARM_L Loss: 0.7581 ARM_C Loss: 1.4720 ODM_L Loss: 0.6750 ODM_C Loss: 0.8783 Total:3.7834 || lr:0.000010 || timer: 0.4472 sec.
iter 100500 || ARM_L Loss: 1.1664 ARM_C Loss: 2.0053 ODM_L Loss: 0.9321 ODM_C Loss: 1.2589 Total:5.3627 || lr:0.000010 || timer: 0.4400 sec.
iter 100600 || ARM_L Loss: 0.9430 ARM_C Loss: 1.8074 ODM_L Loss: 0.8971 ODM_C Loss: 1.0944 Total:4.7419 || lr:0.000010 || timer: 0.4235 sec.
iter 100700 || ARM_L Loss: 0.5442 ARM_C Loss: 1.7679 ODM_L Loss: 0.5772 ODM_C Loss: 0.9380 Total:3.8272 || lr:0.000010 || timer: 0.4427 sec.
iter 100800 || ARM_L Loss: 1.0520 ARM_C Loss: 1.5988 ODM_L Loss: 0.6928 ODM_C Loss: 0.9824 Total:4.3260 || lr:0.000010 || timer: 0.4411 sec.
iter 100900 || ARM_L Loss: 0.9124 ARM_C Loss: 1.9307 ODM_L Loss: 0.7629 ODM_C Loss: 1.3418 Total:4.9478 || lr:0.000010 || timer: 0.4925 sec.
iter 101000 || ARM_L Loss: 0.6871 ARM_C Loss: 1.5908 ODM_L Loss: 0.5403 ODM_C Loss: 0.8659 Total:3.6841 || lr:0.000010 || timer: 0.4527 sec.
iter 101100 || ARM_L Loss: 0.7235 ARM_C Loss: 1.4922 ODM_L Loss: 0.6774 ODM_C Loss: 1.0401 Total:3.9333 || lr:0.000010 || timer: 0.4511 sec.
iter 101200 || ARM_L Loss: 1.0680 ARM_C Loss: 1.7739 ODM_L Loss: 0.8696 ODM_C Loss: 1.0436 Total:4.7551 || lr:0.000010 || timer: 0.4392 sec.
iter 101300 || ARM_L Loss: 0.9802 ARM_C Loss: 1.7119 ODM_L Loss: 0.8108 ODM_C Loss: 1.1098 Total:4.6127 || lr:0.000010 || timer: 0.4746 sec.
iter 101400 || ARM_L Loss: 1.3523 ARM_C Loss: 1.8874 ODM_L Loss: 0.9872 ODM_C Loss: 1.4191 Total:5.6460 || lr:0.000010 || timer: 0.4488 sec.
iter 101500 || ARM_L Loss: 0.8089 ARM_C Loss: 1.8585 ODM_L Loss: 0.6009 ODM_C Loss: 1.0597 Total:4.3279 || lr:0.000010 || timer: 0.4465 sec.
iter 101600 || ARM_L Loss: 0.9867 ARM_C Loss: 2.0641 ODM_L Loss: 0.6812 ODM_C Loss: 0.8697 Total:4.6017 || lr:0.000010 || timer: 0.4538 sec.
iter 101700 || ARM_L Loss: 1.4914 ARM_C Loss: 1.9890 ODM_L Loss: 1.0287 ODM_C Loss: 1.4324 Total:5.9416 || lr:0.000010 || timer: 0.4634 sec.
iter 101800 || ARM_L Loss: 1.2049 ARM_C Loss: 1.6120 ODM_L Loss: 0.5201 ODM_C Loss: 0.8293 Total:4.1663 || lr:0.000010 || timer: 0.4572 sec.
iter 101900 || ARM_L Loss: 1.7310 ARM_C Loss: 2.1228 ODM_L Loss: 0.8355 ODM_C Loss: 1.4243 Total:6.1136 || lr:0.000010 || timer: 0.4440 sec.
iter 102000 || ARM_L Loss: 1.0254 ARM_C Loss: 1.8070 ODM_L Loss: 0.8004 ODM_C Loss: 1.2465 Total:4.8793 || lr:0.000010 || timer: 0.4662 sec.
iter 102100 || ARM_L Loss: 0.8740 ARM_C Loss: 1.6021 ODM_L Loss: 0.7807 ODM_C Loss: 1.1576 Total:4.4143 || lr:0.000010 || timer: 0.4283 sec.
iter 102200 || ARM_L Loss: 0.8534 ARM_C Loss: 1.6230 ODM_L Loss: 0.8069 ODM_C Loss: 1.3827 Total:4.6659 || lr:0.000010 || timer: 0.4304 sec.
iter 102300 || ARM_L Loss: 0.9057 ARM_C Loss: 1.8767 ODM_L Loss: 0.8462 ODM_C Loss: 1.2143 Total:4.8429 || lr:0.000010 || timer: 0.4923 sec.
iter 102400 || ARM_L Loss: 0.8083 ARM_C Loss: 1.6157 ODM_L Loss: 0.6467 ODM_C Loss: 0.9952 Total:4.0659 || lr:0.000010 || timer: 0.4635 sec.
iter 102500 || ARM_L Loss: 0.8741 ARM_C Loss: 1.7181 ODM_L Loss: 0.8328 ODM_C Loss: 1.1204 Total:4.5454 || lr:0.000010 || timer: 0.4374 sec.
iter 102600 || ARM_L Loss: 0.9707 ARM_C Loss: 1.8392 ODM_L Loss: 0.8527 ODM_C Loss: 1.3142 Total:4.9768 || lr:0.000010 || timer: 0.4522 sec.
iter 102700 || ARM_L Loss: 0.8454 ARM_C Loss: 1.6025 ODM_L Loss: 0.7235 ODM_C Loss: 0.8402 Total:4.0115 || lr:0.000010 || timer: 0.4211 sec.
iter 102800 || ARM_L Loss: 0.5653 ARM_C Loss: 1.6010 ODM_L Loss: 0.5591 ODM_C Loss: 0.8228 Total:3.5481 || lr:0.000010 || timer: 0.4524 sec.
iter 102900 || ARM_L Loss: 0.8734 ARM_C Loss: 1.8010 ODM_L Loss: 0.7529 ODM_C Loss: 1.1400 Total:4.5672 || lr:0.000010 || timer: 0.4415 sec.
iter 103000 || ARM_L Loss: 0.9312 ARM_C Loss: 1.6981 ODM_L Loss: 0.7551 ODM_C Loss: 1.0556 Total:4.4401 || lr:0.000010 || timer: 0.4949 sec.
iter 103100 || ARM_L Loss: 0.9982 ARM_C Loss: 1.6591 ODM_L Loss: 0.7867 ODM_C Loss: 1.1819 Total:4.6258 || lr:0.000010 || timer: 0.4452 sec.
iter 103200 || ARM_L Loss: 0.8626 ARM_C Loss: 1.5622 ODM_L Loss: 0.7088 ODM_C Loss: 1.0815 Total:4.2150 || lr:0.000010 || timer: 0.4592 sec.
iter 103300 || ARM_L Loss: 1.0617 ARM_C Loss: 1.7909 ODM_L Loss: 0.7910 ODM_C Loss: 1.1807 Total:4.8244 || lr:0.000010 || timer: 0.4410 sec.
iter 103400 || ARM_L Loss: 1.1065 ARM_C Loss: 2.0068 ODM_L Loss: 0.8721 ODM_C Loss: 1.3172 Total:5.3026 || lr:0.000010 || timer: 0.4438 sec.
iter 103500 || ARM_L Loss: 0.7547 ARM_C Loss: 1.7033 ODM_L Loss: 0.8038 ODM_C Loss: 1.2769 Total:4.5387 || lr:0.000010 || timer: 0.4544 sec.
iter 103600 || ARM_L Loss: 0.9785 ARM_C Loss: 1.6931 ODM_L Loss: 0.7753 ODM_C Loss: 1.1593 Total:4.6062 || lr:0.000010 || timer: 0.4388 sec.
iter 103700 || ARM_L Loss: 0.9850 ARM_C Loss: 1.9263 ODM_L Loss: 0.9635 ODM_C Loss: 1.3624 Total:5.2371 || lr:0.000010 || timer: 0.4786 sec.
iter 103800 || ARM_L Loss: 0.9660 ARM_C Loss: 1.7445 ODM_L Loss: 0.8064 ODM_C Loss: 1.1431 Total:4.6600 || lr:0.000010 || timer: 0.4649 sec.
iter 103900 || ARM_L Loss: 0.8168 ARM_C Loss: 1.7935 ODM_L Loss: 0.7661 ODM_C Loss: 1.1548 Total:4.5312 || lr:0.000010 || timer: 0.4547 sec.
iter 104000 || ARM_L Loss: 0.9429 ARM_C Loss: 1.7447 ODM_L Loss: 0.8071 ODM_C Loss: 1.2667 Total:4.7613 || lr:0.000010 || Saving state, iter: 104000
timer: 0.5890 sec.
iter 104100 || ARM_L Loss: 0.4696 ARM_C Loss: 1.2973 ODM_L Loss: 0.5502 ODM_C Loss: 0.8620 Total:3.1791 || lr:0.000010 || timer: 0.5026 sec.
iter 104200 || ARM_L Loss: 0.8939 ARM_C Loss: 1.7971 ODM_L Loss: 0.7285 ODM_C Loss: 1.0175 Total:4.4369 || lr:0.000010 || timer: 0.4292 sec.
iter 104300 || ARM_L Loss: 1.1733 ARM_C Loss: 1.9110 ODM_L Loss: 0.8521 ODM_C Loss: 1.2541 Total:5.1904 || lr:0.000010 || timer: 0.4284 sec.
iter 104400 || ARM_L Loss: 0.9716 ARM_C Loss: 1.7717 ODM_L Loss: 0.7410 ODM_C Loss: 1.2055 Total:4.6899 || lr:0.000010 || timer: 0.4596 sec.
iter 104500 || ARM_L Loss: 0.7486 ARM_C Loss: 1.4895 ODM_L Loss: 0.6675 ODM_C Loss: 1.0322 Total:3.9376 || lr:0.000010 || timer: 0.4531 sec.
iter 104600 || ARM_L Loss: 0.6996 ARM_C Loss: 1.5720 ODM_L Loss: 0.8375 ODM_C Loss: 1.0027 Total:4.1118 || lr:0.000010 || timer: 0.4665 sec.
iter 104700 || ARM_L Loss: 1.2974 ARM_C Loss: 1.9463 ODM_L Loss: 0.9732 ODM_C Loss: 1.2915 Total:5.5085 || lr:0.000010 || timer: 0.4658 sec.
iter 104800 || ARM_L Loss: 0.6943 ARM_C Loss: 1.5979 ODM_L Loss: 0.6826 ODM_C Loss: 1.0640 Total:4.0389 || lr:0.000010 || timer: 0.4406 sec.
iter 104900 || ARM_L Loss: 0.9830 ARM_C Loss: 1.6481 ODM_L Loss: 0.6990 ODM_C Loss: 1.1767 Total:4.5068 || lr:0.000010 || timer: 0.4388 sec.
iter 105000 || ARM_L Loss: 1.4054 ARM_C Loss: 1.9774 ODM_L Loss: 0.9600 ODM_C Loss: 1.3890 Total:5.7318 || lr:0.000010 || timer: 0.4604 sec.
iter 105100 || ARM_L Loss: 0.8660 ARM_C Loss: 1.5257 ODM_L Loss: 0.7159 ODM_C Loss: 1.0043 Total:4.1121 || lr:0.000010 || timer: 0.4211 sec.
iter 105200 || ARM_L Loss: 0.7092 ARM_C Loss: 1.5367 ODM_L Loss: 0.8491 ODM_C Loss: 0.9929 Total:4.0879 || lr:0.000010 || timer: 0.4858 sec.
iter 105300 || ARM_L Loss: 1.1890 ARM_C Loss: 1.8392 ODM_L Loss: 0.6882 ODM_C Loss: 0.9873 Total:4.7035 || lr:0.000010 || timer: 0.4619 sec.
iter 105400 || ARM_L Loss: 0.9894 ARM_C Loss: 1.5453 ODM_L Loss: 0.7255 ODM_C Loss: 0.8850 Total:4.1452 || lr:0.000010 || timer: 0.4402 sec.
iter 105500 || ARM_L Loss: 0.9821 ARM_C Loss: 2.0486 ODM_L Loss: 0.9171 ODM_C Loss: 1.2592 Total:5.2070 || lr:0.000010 || timer: 0.4529 sec.
iter 105600 || ARM_L Loss: 0.8926 ARM_C Loss: 1.5987 ODM_L Loss: 0.6866 ODM_C Loss: 1.0914 Total:4.2693 || lr:0.000010 || timer: 0.4315 sec.
iter 105700 || ARM_L Loss: 0.9196 ARM_C Loss: 1.9013 ODM_L Loss: 0.7587 ODM_C Loss: 1.1635 Total:4.7430 || lr:0.000010 || timer: 0.4584 sec.
iter 105800 || ARM_L Loss: 1.0146 ARM_C Loss: 1.7008 ODM_L Loss: 0.8591 ODM_C Loss: 1.1718 Total:4.7463 || lr:0.000010 || timer: 0.5947 sec.
iter 105900 || ARM_L Loss: 0.6965 ARM_C Loss: 1.6968 ODM_L Loss: 0.6679 ODM_C Loss: 1.3016 Total:4.3627 || lr:0.000010 || timer: 0.4369 sec.
iter 106000 || ARM_L Loss: 1.5054 ARM_C Loss: 2.0345 ODM_L Loss: 1.1431 ODM_C Loss: 1.4989 Total:6.1818 || lr:0.000010 || timer: 0.4691 sec.
iter 106100 || ARM_L Loss: 0.8385 ARM_C Loss: 1.5993 ODM_L Loss: 0.8484 ODM_C Loss: 1.1372 Total:4.4234 || lr:0.000010 || timer: 0.4805 sec.
iter 106200 || ARM_L Loss: 0.9528 ARM_C Loss: 1.7543 ODM_L Loss: 0.8019 ODM_C Loss: 1.3234 Total:4.8323 || lr:0.000010 || timer: 0.4361 sec.
iter 106300 || ARM_L Loss: 1.1797 ARM_C Loss: 1.7833 ODM_L Loss: 0.8186 ODM_C Loss: 1.1613 Total:4.9430 || lr:0.000010 || timer: 0.4622 sec.
iter 106400 || ARM_L Loss: 1.0506 ARM_C Loss: 1.8186 ODM_L Loss: 0.8835 ODM_C Loss: 1.3647 Total:5.1174 || lr:0.000010 || timer: 0.4551 sec.
iter 106500 || ARM_L Loss: 0.9014 ARM_C Loss: 1.7213 ODM_L Loss: 0.7630 ODM_C Loss: 1.1584 Total:4.5441 || lr:0.000010 || timer: 0.4477 sec.
iter 106600 || ARM_L Loss: 0.8034 ARM_C Loss: 1.6599 ODM_L Loss: 0.6634 ODM_C Loss: 1.0339 Total:4.1606 || lr:0.000010 || timer: 0.4639 sec.
iter 106700 || ARM_L Loss: 1.1760 ARM_C Loss: 1.9614 ODM_L Loss: 0.8798 ODM_C Loss: 1.1701 Total:5.1873 || lr:0.000010 || timer: 0.4254 sec.
iter 106800 || ARM_L Loss: 1.2657 ARM_C Loss: 2.0446 ODM_L Loss: 0.8930 ODM_C Loss: 1.5183 Total:5.7216 || lr:0.000010 || timer: 0.4434 sec.
iter 106900 || ARM_L Loss: 0.8669 ARM_C Loss: 1.7255 ODM_L Loss: 0.7584 ODM_C Loss: 1.1411 Total:4.4919 || lr:0.000010 || timer: 0.4900 sec.
iter 107000 || ARM_L Loss: 1.1915 ARM_C Loss: 1.7640 ODM_L Loss: 0.7381 ODM_C Loss: 0.9257 Total:4.6193 || lr:0.000010 || timer: 0.4479 sec.
iter 107100 || ARM_L Loss: 0.9110 ARM_C Loss: 1.8253 ODM_L Loss: 0.9167 ODM_C Loss: 1.1665 Total:4.8194 || lr:0.000010 || timer: 0.4535 sec.
iter 107200 || ARM_L Loss: 1.1656 ARM_C Loss: 1.7933 ODM_L Loss: 0.7909 ODM_C Loss: 1.2460 Total:4.9957 || lr:0.000010 || timer: 0.4470 sec.
iter 107300 || ARM_L Loss: 1.1854 ARM_C Loss: 1.6909 ODM_L Loss: 0.7629 ODM_C Loss: 1.1458 Total:4.7850 || lr:0.000010 || timer: 0.4624 sec.
iter 107400 || ARM_L Loss: 1.2616 ARM_C Loss: 1.7839 ODM_L Loss: 0.9502 ODM_C Loss: 1.4141 Total:5.4099 || lr:0.000010 || timer: 0.4587 sec.
iter 107500 || ARM_L Loss: 0.9172 ARM_C Loss: 1.8525 ODM_L Loss: 0.7251 ODM_C Loss: 1.2162 Total:4.7109 || lr:0.000010 || timer: 0.4401 sec.
iter 107600 || ARM_L Loss: 1.3835 ARM_C Loss: 2.0522 ODM_L Loss: 0.8527 ODM_C Loss: 1.4447 Total:5.7331 || lr:0.000010 || timer: 0.4439 sec.
iter 107700 || ARM_L Loss: 1.0532 ARM_C Loss: 1.8625 ODM_L Loss: 0.9301 ODM_C Loss: 1.4133 Total:5.2590 || lr:0.000010 || timer: 0.5333 sec.
iter 107800 || ARM_L Loss: 0.6262 ARM_C Loss: 1.5057 ODM_L Loss: 0.5365 ODM_C Loss: 1.1552 Total:3.8236 || lr:0.000010 || timer: 0.4860 sec.
iter 107900 || ARM_L Loss: 1.2381 ARM_C Loss: 1.8367 ODM_L Loss: 0.9581 ODM_C Loss: 1.1702 Total:5.2031 || lr:0.000010 || timer: 0.4540 sec.
iter 108000 || ARM_L Loss: 0.9279 ARM_C Loss: 1.8457 ODM_L Loss: 0.8515 ODM_C Loss: 1.3637 Total:4.9888 || lr:0.000010 || Saving state, iter: 108000
timer: 0.4633 sec.
iter 108100 || ARM_L Loss: 0.6726 ARM_C Loss: 1.6586 ODM_L Loss: 0.5946 ODM_C Loss: 1.0689 Total:3.9946 || lr:0.000010 || timer: 0.4368 sec.
